uid,name,pos,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
ShakKh00,Khalil Shakir,WR,93.6,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitJo01,Jonnu Smith,TE,99.2,38.5,53.4,119.7,87.2,53.8,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtweTu00,Tutu Atwell,WR,92.9,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeckOd00,Odell Beckham Jr.,WR,90.0,,107.1,75.3,164.3,191.8,61.5,246.1,271.3,249.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharZa00,Zach Charbonnet,RB,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorEl00,Elijah Moore,WR,102.6,69.6,116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RichAn03,Anthony Richardson,QB,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiWa01,Wan'Dale Robinson,WR,103.2,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatsCh00,Christian Watson,WR,87.3,143.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OsboKJ00,K.J. Osborn,WR,96.0,125.6,133.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomLo00,Logan Thomas,TE,99.3,57.8,44.6,140.6,31.3,14.3,16.2,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LikeIs00,Isaiah Likely,TE,86.1,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeriSa00,Samaje Perine,RB,96.3,123.1,69.7,60.2,1.6,5.2,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OttoCa00,Cade Otton,TE,93.0,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierDa01,Dameon Pierce,RB,76.2,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowNo00,Noah Brown,WR,85.1,93.0,26.4,22.8,,7.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PalmJo00,Josh Palmer,WR,87.7,133.3,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZappBa00,Bailey Zappe,QB,69.2,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnRo07,Roschon Johnson,RB,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SticEa00,Easton Stick,QB,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainKe00,Kenneth Gainwell,RB,82.4,76.4,106.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MullNi00,Nick Mullens,QB,66.7,11.8,9.9,116.3,-0.3,123.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeinTa00,Taylor Heinicke,QB,66.0,116.0,222.4,11.7,,13.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MurrLa00,Latavius Murray,RB,74.4,140.7,98.6,124.7,140.2,120.9,150.0,191.7,184.3,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorRo02,Rondale Moore,WR,85.0,67.4,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GaroJi00,Jimmy Garoppolo,QB,64.1,164.8,227.5,64.3,247.3,48.0,87.4,35.5,-0.3,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BourKe00,Kendrick Bourne,WR,81.5,70.8,153.0,105.2,82.8,93.7,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierAl00,Alec Pierce,WR,79.4,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AghoNe00,Nelson Agholor,WR,79.6,59.7,84.9,161.6,74.5,133.4,162.5,69.9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConkTy00,Tyler Conklin,TE,92.6,102.5,107.8,34.9,9.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HigbTy00,Tyler Higbee,TE,85.0,116.0,116.5,106.2,125.9,53.2,48.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RaymKa00,Kalif Raymond,WR,79.9,92.7,108.4,22.9,25.0,,-0.4,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatsJu01,Justin Watson,WR,75.5,51.0,,12.9,35.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnJu02,Juwan Johnson,TE,79.3,113.8,46.4,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MitcKe01,Keaton Mitchell,RB,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiDe01,Demarcus Robinson,WR,74.4,79.8,56.9,85.1,84.9,63.8,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SandMi01,Miles Sanders,RB,74.1,206.7,104.2,156.4,193.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallDa01,Darren Waller,TE,87.2,70.8,106.0,225.1,176.0,12.6,,25.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EverGe00,Gerald Everett,TE,85.6,110.5,93.8,72.4,71.3,70.1,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKiJe00,Jerick McKinnon,RB,71.9,168.3,29.4,109.7,,,152.6,126.9,72.9,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OkonCh00,Chigoziem Okonkwo,TE,86.4,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhitZa01,Zamir White,RB,66.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DougDe00,Demario Douglas,WR,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneDa05,Daniel Jones,QB,57.0,289.0,167.0,180.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PalmTr00,Trey Palmer,WR,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestNi00,Nick Westbrook-Ikhine,WR,71.0,70.2,88.6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnQu02,Quentin Johnston,WR,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillJa11,Jameson Williams,WR,68.3,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GallMi00,Michael Gallup,WR,70.8,85.9,74.0,143.8,179.7,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnBr23,Brandon Johnson,WR,63.9,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KellJo01,Joshua Kelley,RB,57.7,57.8,14.5,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BageTy00,Tyson Bagent,QB,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdwaCl00,Clyde Edwards-Helaire,RB,61.6,89.8,108.1,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParhDo00,Donald Parham,TE,66.0,24.0,49.0,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TuckTr00,Tre Tucker,WR,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DemeEm00,Emari Demercado,RB,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomMi05,Michael Thomas,WR,70.3,43.1,,63.9,300.1,253.0,206.5,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MimsMa00,Marvin Mims,WR,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PerrAT00,A.T. Perry,WR,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrubMi00,Mitchell Trubisky,QB,48.7,73.9,8.1,153.7,202.8,263.0,134.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WoodRo02,Robert Woods,WR,69.3,89.2,114.7,200.1,187.9,222.6,135.3,93.4,94.7,132.4,100.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KrafTu00,Tucker Kraft,TE,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoonDa00,Darnell Mooney,WR,63.4,81.5,179.2,121.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurpKa00,KaVontae Turpin,WR,53.7,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WilsCe01,Cedrick Wilson Jr.,WR,58.6,20.4,125.3,43.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorCh00,Chris Moore,WR,57.3,91.1,45.2,,3.6,36.8,56.9,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BateRa00,Rashod Bateman,WR,60.5,46.0,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreeRo00,Royce Freeman,RB,45.7,16.0,29.6,31.1,120.7,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreiPa00,Pat Freiermuth,TE,60.8,116.7,121.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneZa00,Zay Jones,WR,61.1,157.1,82.4,29.6,35.4,137.2,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MayeMi00,Michael Mayer,TE,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GranKy00,Kylen Granson,TE,58.0,45.7,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrayNo00,Noah Gray,TE,56.6,56.0,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillJa06,Jamaal Williams,RB,51.8,219.9,106.8,111.6,126.8,100.9,130.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasoJo00,Jordan Mason,RB,43.2,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MingJo00,Jonathan Mingo,WR,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MitcEl00,Elijah Mitchell,RB,44.5,42.1,155.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DortGr01,Greg Dortch,WR,52.5,87.1,5.4,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FantNo00,Noah Fant,TE,57.4,97.6,125.0,118.3,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HudsTa00,Tanner Hudson,TE,60.7,18.2,,5.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MusgLu00,Luke Musgrave,TE,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowCh10,Chase Brown,RB,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RudoMa00,Mason Rudolph,QB,39.6,,18.4,18.4,108.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HodgIs00,Isaiah Hodgins,WR,49.5,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParkDe01,DeVante Parker,WR,55.9,87.4,83.5,134.8,210.2,48.9,101.5,126.4,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoboJa00,Jake Bobo,WR,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GipsXa00,Xavier Gipson,WR,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IrwiTr00,Trenton Irwin,WR,50.1,55.7,4.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PoweBr00,Brandon Powell,WR,52.6,35.6,6.0,23.6,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StroPi00,Pierre Strong,RB,40.3,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrauAd00,Adam Trautman,TE,49.4,35.7,49.8,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyatJa00,Jalin Hyatt,WR,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LazaAl00,Allen Lazard,WR,48.6,144.8,122.5,81.3,85.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParkCo02,Colby Parkinson,TE,49.2,56.7,5.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmytDu00,Durham Smythe,TE,54.1,32.5,53.0,45.8,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TolbJa00,Jalen Tolbert,WR,47.8,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TremTo00,Tommy Tremble,TE,48.9,42.9,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AkerCa00,Cam Akers,RB,41.2,134.8,2.8,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlieMo00,Mo Alie-Cox,TE,42.6,44.4,67.6,64.9,13.3,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AustCa00,Calvin Austin III,WR,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GesiMi00,Mike Gesicki,TE,50.9,82.2,128.5,132.8,110.5,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IosiAn00,Andrei Iosivas,WR,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RodrCh00,Chris Rodriguez,RB,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ValdMa00,Marquez Valdes-Scantling,WR,46.0,101.4,74.0,120.8,71.1,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellDa02,David Bell,WR,41.7,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartMi03,Michael Carter,RB,46.8,105.5,136.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HendDa00,Darrell Henderson,RB,38.5,65.0,148.9,122.3,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HumpLi01,Lil'Jordan Humphrey,WR,40.7,3.0,43.4,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JordBr00,Brevin Jordan,TE,42.4,19.8,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JennJa00,Jauan Jennings,WR,42.0,65.1,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnoxDa00,Dawson Knox,TE,43.6,111.7,139.6,54.8,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MillKe01,Kendre Miller,RB,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorSk01,Skyy Moore,WR,43.2,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitJu00,JuJu Smith-Schuster,WR,46.5,146.3,27.3,185.6,92.2,241.4,168.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BerrBr00,Braxton Berrios,WR,44.4,48.7,98.1,78.8,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OlivJo00,Josh Oliver,TE,42.3,33.9,11.1,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillMi07,Mike Williams,WR,40.7,145.0,208.6,129.7,136.8,158.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreiMa00,Matt Breida,RB,38.4,49.8,39.2,37.5,93.8,149.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeltBo00,Bo Melton,WR,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EricAl01,Alex Erickson,WR,37.2,,7.0,16.6,74.7,26.9,29.6,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LockDr00,Drew Lock,QB,29.1,,51.4,181.3,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeckAn01,Andrew Beck,FB,33.3,9.4,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrahJi00,Jimmy Graham,TE,30.9,,43.7,118.6,81.7,103.1,142.5,156.8,96.5,187.4,260.5,194.7,244.5,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MillSc01,Scott Miller,WR,33.6,30.8,16.6,86.0,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PattCo00,Cordarrelle Patterson,RB,32.4,144.2,208.6,58.9,30.1,86.0,70.5,93.6,13.5,76.6,139.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiAl02,Allen Robinson,WR,45.0,68.4,68.0,211.9,205.9,125.8,2.2,162.8,264.0,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampDr00,Drew Sample,TE,39.3,0.8,13.6,58.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZaccOl01,Olamide Zaccheaus,WR,33.4,90.0,74.3,43.4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AhmeSa01,Salvon Ahmed,RB,34.9,13.7,32.6,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OgleAn00,Andrew Ogletree,TE,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiemTr00,Trevor Siemian,QB,27.0,10.2,90.2,,0.1,,126.1,191.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StidJa00,Jarrett Stidham,QB,26.6,42.6,,12.9,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WilsJe01,Jeff Wilson,RB,34.3,147.5,48.0,135.8,45.4,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgneJa00,Jamal Agnew,WR,33.3,58.8,64.0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellDa00,Daniel Bellinger,TE,38.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdmoCh00,Chase Edmonds,RB,32.7,66.2,121.8,141.5,76.8,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuntTy01,Tyler Huntley,QB,25.6,50.0,82.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToneKa00,Kadarius Toney,WR,39.5,49.3,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WentCa00,Carson Wentz,QB,26.1,112.8,258.0,198.4,275.9,193.2,281.7,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellRo01,Ronnie Bell,WR,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowPh01,Pharaoh Brown,TE,31.3,17.7,26.6,35.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BryaHa00,Harrison Bryant,TE,31.4,46.2,51.8,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CookDa01,Dalvin Cook,RB,32.7,218.3,189.3,315.8,265.9,132.0,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErtzZa00,Zach Ertz,TE,38.2,92.1,143.7,59.5,171.6,222.3,165.4,144.6,132.8,115.2,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarrDe07,Deonte Harty,WR,32.5,0.3,95.1,37.7,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HollMa00,Mack Hollins,WR,34.1,125.7,53.3,29.6,17.5,,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnDE04,D'Ernest Johnson,RB,29.8,3.9,94.6,19.5,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnTy02,Ty Johnson,RB,28.9,36.8,100.0,55.3,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneJu02,Julio Jones,WR,30.9,58.4,64.9,120.6,224.6,269.4,207.9,218.4,307.1,245.4,89.2,222.3,174.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneTo04,Tony Jones,RB,28.7,7.9,19.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuszKy00,Kyle Juszczyk,FB,31.5,44.1,58.8,72.1,40.6,52.4,53.1,55.3,76.9,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoreFo00,Foster Moreau,TE,35.8,68.7,70.3,29.5,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReynCr00,Craig Reynolds,RB,27.1,26.3,31.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitIh00,Ihmir Smith-Marsette,WR,28.5,-0.1,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BurkTr00,Treylon Burks,WR,31.9,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaltAn00,Andy Dalton,QB,23.6,174.2,84.2,136.4,203.2,174.5,210.7,260.6,244.2,225.1,288.0,250.8,207.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HursHa00,Hayden Hurst,TE,33.4,79.4,51.1,121.1,61.9,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RenfHu00,Hunter Renfrow,WR,36.0,61.0,207.6,103.6,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrisJa00,Jacoby Brissett,QB,22.9,168.6,72.3,20.6,217.2,-0.6,205.9,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowDy00,Dyami Brown,WR,29.0,30.3,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
